,Burst Start,Burst End,Burst Duration,Edge Event,Interburst Interval,Total Cycle Time,Peaks per Burst,Peak Amp,Peak Time,Attack,Decay,Intraburst Frequency,Burst Area
MeanVar1,4.9731663388515984e-05,4.9731151689301496e-05,1.3823596390936759,0.0,0.33619553816554676,0.3530435088821282,0.0,0.9863624961151876,4.80165725862339e-05,1.9193202698820266,1.9467721609116218,1.4383911607917574,1.3008757844570347
