,,Burst Start,Burst End,Burst Duration,Edge Event,Interburst Interval,Total Cycle Time,Peaks per Burst,Peak Amp,Peak Time,Attack,Decay,Intraburst Frequency,Burst Area
MeanVar1,78.1055,78.1055,78.1365,0.0309999999999917,False,0.14775000000000205,0.17874999999999375,1,0.4976127318246302,78.1215,0.015999999999991132,0.015000000000000568,32.258064516137665,0.011400101435454967
MeanVar1,78.28425,78.28425,78.314,0.029749999999992838,False,0.15125000000000455,0.18099999999999739,1,0.47444999415798195,78.2985,0.014250000000004093,0.015499999999988745,33.613445378159355,0.0104746063045435
MeanVar1,78.46525,78.46525,78.49275,0.02750000000000341,False,0.1530000000000058,0.1805000000000092,1,0.4527431663956464,78.479,0.013750000000001705,0.013750000000001705,36.363636363631855,0.009370253170584129
MeanVar1,78.64575,78.64575,78.67425,0.028499999999993975,False,0.14875000000000682,0.1772500000000008,1,0.45948855685508155,78.65950000000001,0.013750000000001705,0.01474999999999227,35.087719298253035,0.009837017161894003
MeanVar1,78.82300000000001,78.82300000000001,78.85375,0.030749999999997613,False,0.14774999999998784,0.17849999999998545,1,0.4840113980659271,78.839,0.015999999999991132,0.01475000000000648,32.52032520325456,0.010997168854011462
MeanVar1,79.0015,79.0015,79.03175,0.030250000000009436,False,0.15024999999999977,0.1805000000000092,1,0.4738959846988081,79.01575,0.014250000000004093,0.016000000000005343,33.05785123965911,0.010615921139425399
MeanVar1,79.182,79.182,79.2105,0.028499999999993975,False,0.1527499999999975,0.18124999999999147,1,0.4696361661795836,79.19625,0.014250000000004093,0.014249999999989882,35.087719298253035,0.009907665769044356
MeanVar1,79.36325,79.36325,79.39175,0.028500000000008185,False,0.1495000000000033,0.17800000000001148,1,0.4731439944143997,79.37725,0.014000000000010004,0.014499999999998181,35.087719298235534,0.010057495816277049
MeanVar1,79.54125,79.54125,79.5715,0.030249999999995225,False,0.14825000000000443,0.17849999999999966,1,0.4760597243648378,79.55675000000001,0.015500000000002956,0.01474999999999227,33.05785123967464,0.01064737881509833
MeanVar1,79.71975,79.71975,79.75025,0.030499999999989313,False,0.1492500000000092,0.17974999999999852,1,0.47720259517961067,79.7345,0.01474999999999227,0.015749999999997044,32.786885245913126,0.010848555365206968
MeanVar1,79.8995,79.8995,79.92825,0.028750000000002274,False,0.1527499999999975,0.18149999999999977,1,0.46219756866559714,79.9135,0.013999999999995794,0.01475000000000648,34.78260869564942,0.009878646583635518
MeanVar1,80.081,80.081,80.10875,0.0277499999999975,False,0.15125000000000455,0.17900000000000205,1,0.4549744822366337,80.09475,0.013750000000001705,0.013999999999995794,36.036036036039285,0.009493174466010616
MeanVar1,80.26,80.26,80.2895,0.02949999999999875,False,0.14799999999999613,0.17749999999999488,1,0.4743502292256877,80.27475,0.01474999999999227,0.01475000000000648,33.8983050847472,0.01040466069302981
MeanVar1,80.4375,80.4375,80.46875,0.03125,False,0.14849999999999852,0.17974999999999852,1,0.4920021480612563,80.453,0.015500000000002956,0.015749999999997044,32.0,0.011360531940642517
MeanVar1,80.61725,80.61725,80.64675,0.02949999999999875,False,0.15175000000000693,0.18125000000000568,1,0.4704640410922733,80.6315,0.014250000000004093,0.015249999999994657,33.8983050847472,0.010319843277627413
MeanVar1,80.7985,80.7985,80.82625,0.0277499999999975,False,0.1532499999999999,0.18099999999999739,1,0.4536514517052839,80.8125,0.013999999999995794,0.013750000000001705,36.036036036039285,0.009436097042894996
MeanVar1,80.9795,80.9795,81.00775,0.028249999999999886,False,0.14999999999999147,0.17824999999999136,1,0.4591672528028301,80.99325,0.013750000000001705,0.014499999999998181,35.398230088495716,0.009762680895924445
MeanVar1,81.15775,81.15775,81.188,0.030250000000009436,False,0.14799999999999613,0.17825000000000557,1,0.48128579144491607,81.17325,0.015500000000002956,0.01475000000000648,33.05785123965911,0.01077494698075392
MeanVar1,81.336,81.336,81.36675,0.030749999999997613,False,0.1495000000000033,0.1802500000000009,1,0.47820898711271953,81.35075,0.01475000000000648,0.015999999999991132,32.52032520325456,0.010890930338008819
MeanVar1,81.51625,81.51625,81.54525,0.028999999999996362,False,0.1525000000000034,0.18149999999999977,1,0.4821402042832474,81.5305,0.014250000000004093,0.01474999999999227,34.48275862069398,0.01034406997181796
MeanVar1,81.69775,81.69775,81.7255,0.0277499999999975,False,0.1525000000000034,0.1802500000000009,1,0.45712088757383595,81.71175,0.013999999999995794,0.013750000000001705,36.036036036039285,0.009529379463953528
MeanVar1,81.878,81.878,81.907,0.028999999999996362,False,0.1490000000000009,0.17799999999999727,1,0.4641799807258319,81.89225,0.014250000000004093,0.01474999999999227,34.48275862069398,0.010044148268519978
MeanVar1,82.056,82.056,82.08675,0.030749999999997613,False,0.14800000000001035,0.17875000000000796,1,0.4864608452574019,82.072,0.016000000000005343,0.01474999999999227,32.52032520325456,0.01107128523357522
MeanVar1,82.23475,82.23475,82.265,0.030249999999995225,False,0.15075000000000216,0.18099999999999739,1,0.4724251944346839,82.249,0.014249999999989882,0.016000000000005343,33.05785123967464,0.010593055818719239
