,MeanVar1
0,0.17432122093023256
30,0.1766279411764706
60,0.1787693452380952
90,0.18107121212121213
120,0.18246515151515155
150,0.1845185185185185
180,0.1844616564417178
210,0.18554938271604937
240,0.18655312500000018
270,0.1880046874999998
300,0.18992405063291162
330,0.19173237179487154
360,0.19338548387096793
390,0.19513961038961022
420,0.19755098684210542
450,0.19941059602649
480,0.19980333333333344
510,0.19509477124182992
540,0.19298878205128234
570,0.19242628205128215
