,Burst Start,Burst End,Burst Duration,Edge Event,Interburst Interval,Total Cycle Time,Peaks per Burst,Peak Amp,Peak Time,Attack,Decay,Intraburst Frequency,Burst Area
MeanVar1,0.9855773313069558,0.9855773313069558,0.9037063902481545,0.0,,,0.0,0.862453145194758,0.9855773313069558,0.8222773862177434,0.7751360444138324,0.886987847190738,0.911101135483988
